RRUFFID,normalized_formula_df_rruff,normalized_formula_df_cod,composition_df,cod_id
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002076
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002077
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002078
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002079
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002080
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002081
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002082
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002083
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002084
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002085
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002086
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002087
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002088
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002089
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002090
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002091
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002092
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002093
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002094
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002095
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002096
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002097
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002098
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002099
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002100
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002101
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002102
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002103
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002104
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002105
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002106
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002107
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002108
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002109
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002110
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002111
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002112
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002113
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002114
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002115
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002116
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002117
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002118
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002119
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002120
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002121
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002122
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002123
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002124
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002125
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002126
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002127
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002128
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002129
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002130
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002131
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002132
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002133
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002134
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002135
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002137
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002138
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002139
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002734
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002737
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002738
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002739
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002741
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002742
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002744
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002745
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002748
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002750
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002751
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002754
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002757
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002758
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002844
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002845
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002846
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002847
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002848
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002849
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002850
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002851
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002852
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002853
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002854
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002855
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002856
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002857
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002858
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002859
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002860
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002861
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002862
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002863
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002864
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002865
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003479
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003480
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003481
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003482
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003483
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003484
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003485
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003486
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003487
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9003488
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005474
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005767
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005807
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005808
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005809
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005810
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9005811
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007115
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007116
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007117
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007118
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007119
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007120
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007121
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007122
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007123
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007124
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007125
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007126
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007127
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007128
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007129
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007130
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007131
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007132
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007133
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007134
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007135
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9007136
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010260
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010342
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010343
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010344
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010345
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010346
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010347
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010348
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010349
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010350
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010351
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010352
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9010353
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",1533155
R060798,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",1540775
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",1010129
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",5000120
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9001364
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9001365
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9001367
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9001376
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9001377
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002044
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002045
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002046
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002047
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002048
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002049
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002050
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002051
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002052
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002053
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002054
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002055
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002056
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002057
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002058
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002059
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002060
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002061
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002062
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002063
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002064
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002065
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002066
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002067
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002068
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002069
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002070
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002072
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002073
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002074
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002075
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002076
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002077
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002078
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002079
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002080
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002081
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002082
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002083
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002084
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002085
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002086
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002087
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002088
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002089
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002090
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002091
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002092
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002093
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002094
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002095
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002096
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002097
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002098
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002099
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002100
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002101
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002102
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002103
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002104
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002105
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002106
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002107
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002108
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002109
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002110
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002111
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002112
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002113
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002114
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002115
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002116
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002117
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002118
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002119
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002120
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002121
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002122
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002123
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002124
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002125
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002126
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002127
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002128
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002129
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002130
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002131
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002132
R070013,MgAl2O4,Al2MgO4,"{'Mg': 1.0, 'Al': 2.0, 'O': 4.0}",9002133
